,date,p (mbar),rh (%),T (degC)
51496,2020-12-23 16:10:00,983.26,100.0,10.66
51497,2020-12-23 16:20:00,983.26,100.0,10.66
51498,2020-12-23 16:30:00,983.34,100.0,10.69
51499,2020-12-23 16:40:00,983.19,100.0,10.64
51500,2020-12-23 16:50:00,982.94,100.0,10.46
51501,2020-12-23 17:00:00,982.78,100.0,10.32
51502,2020-12-23 17:10:00,982.56,100.0,10.24
51503,2020-12-23 17:20:00,982.38,100.0,10.24
51504,2020-12-23 17:30:00,982.26,100.0,10.24
51505,2020-12-23 17:40:00,982.2,100.0,10.2
51506,2020-12-23 17:50:00,982.19,100.0,10.11
51507,2020-12-23 18:00:00,982.15,100.0,10.15
51508,2020-12-23 18:10:00,981.97,100.0,10.3
51509,2020-12-23 18:20:00,981.86,100.0,10.43
51510,2020-12-23 18:30:00,981.8,100.0,10.47
51511,2020-12-23 18:40:00,981.68,100.0,10.46
51512,2020-12-23 18:50:00,981.58,100.0,10.36
51513,2020-12-23 19:00:00,981.63,100.0,10.65
51514,2020-12-23 19:10:00,981.65,100.0,10.81
51515,2020-12-23 19:20:00,981.63,100.0,11.04
51516,2020-12-23 19:30:00,981.58,99.9,11.09
51517,2020-12-23 19:40:00,981.58,100.0,10.94
51518,2020-12-23 19:50:00,981.63,100.0,11.04
51519,2020-12-23 20:00:00,981.69,100.0,11.09
51520,2020-12-23 20:10:00,981.69,99.8,11.12
51521,2020-12-23 20:20:00,981.56,99.0,11.15
51522,2020-12-23 20:30:00,981.62,97.8,11.2
51523,2020-12-23 20:40:00,981.65,97.8,11.13
51524,2020-12-23 20:50:00,981.34,96.1,11.29
51525,2020-12-23 21:00:00,981.3,97.0,11.21
51526,2020-12-23 21:10:00,981.12,97.1,11.1
51527,2020-12-23 21:20:00,980.94,95.8,11.22
51528,2020-12-23 21:30:00,980.8,96.0,11.2
51529,2020-12-23 21:40:00,981.4,94.3,11.42
51530,2020-12-23 21:50:00,981.61,94.8,11.37
51531,2020-12-23 22:00:00,981.62,94.7,11.33
51532,2020-12-23 22:10:00,981.31,92.5,11.52
51533,2020-12-23 22:20:00,981.53,93.0,11.42
51534,2020-12-23 22:30:00,981.53,92.2,11.42
51535,2020-12-23 22:40:00,981.4,92.3,11.39
51536,2020-12-23 22:50:00,981.35,91.4,11.4
51537,2020-12-23 23:00:00,981.41,90.8,11.33
51538,2020-12-23 23:10:00,981.64,90.2,11.3
51539,2020-12-23 23:20:00,981.81,90.0,11.2
51540,2020-12-23 23:30:00,981.72,90.1,11.09
51541,2020-12-23 23:40:00,981.55,89.0,11.0
51542,2020-12-23 23:50:00,981.5,87.6,10.99
51543,2020-12-24 00:00:00,981.52,87.2,10.97
51544,2020-12-24 00:10:00,981.48,86.8,10.92
51545,2020-12-24 00:20:00,981.34,85.5,10.99
51546,2020-12-24 00:30:00,981.35,85.1,11.01
51547,2020-12-24 00:40:00,981.32,85.9,10.96
51548,2020-12-24 00:50:00,981.49,87.0,10.79
51549,2020-12-24 01:00:00,981.47,86.5,10.82
51550,2020-12-24 01:10:00,981.32,85.8,10.97
51551,2020-12-24 01:20:00,981.1,86.5,10.94
51552,2020-12-24 01:30:00,980.84,87.2,10.85
51553,2020-12-24 01:40:00,980.86,87.8,10.73
51554,2020-12-24 01:50:00,980.72,87.1,10.78
51555,2020-12-24 02:00:00,980.58,86.9,10.78
51556,2020-12-24 02:10:00,980.38,87.1,10.73
51557,2020-12-24 02:20:00,980.52,87.6,10.62
51558,2020-12-24 02:30:00,980.61,87.1,10.61
51559,2020-12-24 02:40:00,980.65,86.9,10.62
51560,2020-12-24 02:50:00,980.55,86.5,10.67
51561,2020-12-24 03:00:00,980.41,86.0,10.77
51562,2020-12-24 03:10:00,980.17,86.2,10.76
51563,2020-12-24 03:20:00,979.98,86.5,10.7
51564,2020-12-24 03:30:00,980.04,86.3,10.61
51565,2020-12-24 03:40:00,980.15,85.5,10.56
51566,2020-12-24 03:50:00,980.2,84.5,10.47
51567,2020-12-24 04:00:00,980.16,82.4,10.5
51568,2020-12-24 04:10:00,980.1,81.4,10.39
51569,2020-12-24 04:20:00,980.11,81.4,10.22
51570,2020-12-24 04:30:00,979.98,82.4,9.98
51571,2020-12-24 04:40:00,980.16,82.9,9.81
51572,2020-12-24 04:50:00,980.32,83.5,9.51
51573,2020-12-24 05:00:00,980.54,80.3,9.38
51574,2020-12-24 05:10:00,980.52,78.04,9.39
51575,2020-12-24 05:20:00,980.51,73.3,9.25
51576,2020-12-24 05:30:00,980.41,70.77,9.0
51577,2020-12-24 05:40:00,980.36,70.27,8.88
51578,2020-12-24 05:50:00,980.52,71.51,8.64
51579,2020-12-24 06:00:00,980.52,72.78,8.37
51580,2020-12-24 06:10:00,980.53,74.21,8.26
51581,2020-12-24 06:20:00,980.48,77.14,7.89
51582,2020-12-24 06:30:00,980.53,79.7,7.49
51583,2020-12-24 06:40:00,980.41,81.1,7.13
51584,2020-12-24 06:50:00,980.43,80.0,6.99
51585,2020-12-24 07:00:00,980.41,79.65,6.93
51586,2020-12-24 07:10:00,980.32,79.82,6.85
51587,2020-12-24 07:20:00,980.45,80.6,6.7
51588,2020-12-24 07:30:00,980.42,81.4,6.51
51589,2020-12-24 07:40:00,980.29,82.0,6.44
51590,2020-12-24 07:50:00,980.31,82.2,6.4
51591,2020-12-24 08:00:00,980.39,81.9,6.43
51592,2020-12-24 08:10:00,980.47,81.1,6.55
51593,2020-12-24 08:20:00,980.43,81.0,6.6
51594,2020-12-24 08:30:00,980.47,80.8,6.67
51595,2020-12-24 08:40:00,980.44,80.3,6.78
51596,2020-12-24 08:50:00,980.3,79.23,6.98
51597,2020-12-24 09:00:00,980.14,79.13,7.13
51598,2020-12-24 09:10:00,980.11,78.69,7.27
51599,2020-12-24 09:20:00,980.17,78.57,7.34
51600,2020-12-24 09:30:00,980.2,79.75,7.34
51601,2020-12-24 09:40:00,980.22,81.7,7.28
51602,2020-12-24 09:50:00,980.19,85.6,6.99
51603,2020-12-24 10:00:00,980.08,87.5,6.76
51604,2020-12-24 10:10:00,980.03,88.1,6.65
51605,2020-12-24 10:20:00,979.98,86.6,6.7
51606,2020-12-24 10:30:00,979.99,85.1,6.81
51607,2020-12-24 10:40:00,980.13,84.8,6.77
51608,2020-12-24 10:50:00,980.08,84.1,6.78
51609,2020-12-24 11:00:00,980.09,83.8,6.86
51610,2020-12-24 11:10:00,980.06,84.2,6.86
51611,2020-12-24 11:20:00,980.01,83.5,7.01
51612,2020-12-24 11:30:00,979.85,82.2,7.25
51613,2020-12-24 11:40:00,979.75,80.1,7.51
51614,2020-12-24 11:50:00,979.72,79.56,7.53
51615,2020-12-24 12:00:00,979.77,80.0,7.51
51616,2020-12-24 12:10:00,979.68,78.96,7.76
51617,2020-12-24 12:20:00,979.61,78.14,7.93
51618,2020-12-24 12:30:00,979.57,77.27,8.17
51619,2020-12-24 12:40:00,979.49,75.87,8.34
51620,2020-12-24 12:50:00,979.4,77.53,7.9
51621,2020-12-24 13:00:00,979.26,76.33,8.08
51622,2020-12-24 13:10:00,979.17,75.97,8.12
51623,2020-12-24 13:20:00,979.29,75.12,8.41
51624,2020-12-24 13:30:00,979.27,74.2,8.56
51625,2020-12-24 13:40:00,979.31,75.04,8.35
51626,2020-12-24 13:50:00,979.69,76.5,8.1
51627,2020-12-24 14:00:00,980.27,86.4,6.17
51628,2020-12-24 14:10:00,980.37,91.6,5.0
51629,2020-12-24 14:20:00,980.53,91.4,4.9
51630,2020-12-24 14:30:00,980.74,89.8,4.96
51631,2020-12-24 14:40:00,980.92,88.7,4.87
51632,2020-12-24 14:50:00,981.08,89.0,4.68
51633,2020-12-24 15:00:00,981.35,89.1,4.56
51634,2020-12-24 15:10:00,981.62,89.2,4.45
51635,2020-12-24 15:20:00,981.83,90.1,4.36
51636,2020-12-24 15:30:00,982.02,90.4,4.26
51637,2020-12-24 15:40:00,982.12,89.9,4.08
51638,2020-12-24 15:50:00,982.31,90.2,3.99
51639,2020-12-24 16:00:00,982.41,90.1,3.92
51640,2020-12-24 16:10:00,982.68,90.4,3.88
51641,2020-12-24 16:20:00,982.89,90.6,3.85
51642,2020-12-24 16:30:00,983.06,91.0,3.83
51643,2020-12-24 16:40:00,983.24,90.9,3.78
51644,2020-12-24 16:50:00,983.29,90.9,3.73
51645,2020-12-24 17:00:00,983.33,90.7,3.71
51646,2020-12-24 17:10:00,983.58,90.8,3.67
51647,2020-12-24 17:20:00,983.68,90.8,3.64
51648,2020-12-24 17:30:00,983.7,91.1,3.61
51649,2020-12-24 17:40:00,983.83,90.9,3.6
51650,2020-12-24 17:50:00,984.03,90.9,3.59
51651,2020-12-24 18:00:00,984.13,90.7,3.57
51652,2020-12-24 18:10:00,984.24,91.6,3.52
51653,2020-12-24 18:20:00,984.3,92.5,3.37
51654,2020-12-24 18:30:00,984.27,93.6,3.26
51655,2020-12-24 18:40:00,984.21,94.5,3.17
51656,2020-12-24 18:50:00,984.28,95.0,3.08
51657,2020-12-24 19:00:00,984.44,95.3,3.04
51658,2020-12-24 19:10:00,984.53,95.2,3.06
51659,2020-12-24 19:20:00,984.58,94.9,3.11
51660,2020-12-24 19:30:00,984.6,94.9,3.14
51661,2020-12-24 19:40:00,984.69,95.3,3.16
51662,2020-12-24 19:50:00,984.66,94.8,3.26
51663,2020-12-24 20:00:00,984.81,94.8,3.23
51664,2020-12-24 20:10:00,984.75,95.2,3.17
51665,2020-12-24 20:20:00,984.74,95.2,3.15
51666,2020-12-24 20:30:00,984.71,95.3,3.16
51667,2020-12-24 20:40:00,984.94,95.0,3.21
51668,2020-12-24 20:50:00,985.1,94.5,3.36
51669,2020-12-24 21:00:00,985.24,93.9,3.51
51670,2020-12-24 21:10:00,985.3,93.0,3.5
51671,2020-12-24 21:20:00,985.35,93.3,3.48
51672,2020-12-24 21:30:00,985.42,93.4,3.41
51673,2020-12-24 21:40:00,985.41,94.1,3.3
51674,2020-12-24 21:50:00,985.48,93.9,3.33
51675,2020-12-24 22:00:00,985.46,93.1,3.3
51676,2020-12-24 22:10:00,985.52,91.7,3.3
51677,2020-12-24 22:20:00,985.52,91.8,3.27
51678,2020-12-24 22:30:00,985.53,91.8,3.24
51679,2020-12-24 22:40:00,985.52,91.9,3.2
51680,2020-12-24 22:50:00,985.68,92.5,3.13
51681,2020-12-24 23:00:00,985.8,92.9,3.07
51682,2020-12-24 23:10:00,985.87,92.9,3.04
51683,2020-12-24 23:20:00,985.98,93.3,3.01
51684,2020-12-24 23:30:00,986.06,93.1,2.99
51685,2020-12-24 23:40:00,986.01,92.7,3.01
51686,2020-12-24 23:50:00,986.02,92.5,3.02
51687,2020-12-25 00:00:00,986.1,92.9,2.98
51688,2020-12-25 00:10:00,986.16,93.2,2.93
51689,2020-12-25 00:20:00,986.2,93.8,2.91
51690,2020-12-25 00:30:00,986.23,95.0,2.87
51691,2020-12-25 00:40:00,986.33,95.6,2.82
51692,2020-12-25 00:50:00,986.38,96.0,2.76
51693,2020-12-25 01:00:00,986.36,96.0,2.73
51694,2020-12-25 01:10:00,986.4,95.6,2.76
51695,2020-12-25 01:20:00,986.42,95.2,2.82
51696,2020-12-25 01:30:00,986.4,95.4,2.83
51697,2020-12-25 01:40:00,986.36,95.2,2.85
51698,2020-12-25 01:50:00,986.42,95.3,2.86
51699,2020-12-25 02:00:00,986.5,94.9,2.89
51700,2020-12-25 02:10:00,986.59,94.9,2.87
51701,2020-12-25 02:20:00,986.7,94.8,2.88
51702,2020-12-25 02:30:00,986.8,94.7,2.88
51703,2020-12-25 02:40:00,986.92,94.6,2.9
51704,2020-12-25 02:50:00,987.02,94.7,2.88
51705,2020-12-25 03:00:00,987.11,95.6,2.88
51706,2020-12-25 03:10:00,987.12,97.2,2.76
51707,2020-12-25 03:20:00,987.26,98.3,2.62
51708,2020-12-25 03:30:00,987.41,98.6,2.45
51709,2020-12-25 03:40:00,987.5,99.5,2.31
51710,2020-12-25 03:50:00,987.55,100.0,2.2
51711,2020-12-25 04:00:00,987.59,100.0,2.22
51712,2020-12-25 04:10:00,987.64,100.0,2.18
51713,2020-12-25 04:20:00,987.62,100.0,2.09
51714,2020-12-25 04:30:00,987.67,100.0,2.09
51715,2020-12-25 04:40:00,987.76,100.0,2.14
51716,2020-12-25 04:50:00,987.82,100.0,2.23
51717,2020-12-25 05:00:00,987.93,100.0,2.3
51718,2020-12-25 05:10:00,988.01,100.0,2.3
51719,2020-12-25 05:20:00,988.13,100.0,2.18
51720,2020-12-25 05:30:00,988.31,100.0,2.07
51721,2020-12-25 05:40:00,988.46,100.0,2.02
51722,2020-12-25 05:50:00,988.6,100.0,2.07
51723,2020-12-25 06:00:00,988.71,100.0,2.14
51724,2020-12-25 06:10:00,988.81,99.4,2.22
51725,2020-12-25 06:20:00,988.91,99.4,2.18
51726,2020-12-25 06:30:00,989.02,98.8,2.12
51727,2020-12-25 06:40:00,989.14,98.7,1.98
51728,2020-12-25 06:50:00,989.27,98.6,1.89
51729,2020-12-25 07:00:00,989.43,98.0,1.82
51730,2020-12-25 07:10:00,989.66,97.7,1.75
51731,2020-12-25 07:20:00,989.95,95.5,1.81
51732,2020-12-25 07:30:00,990.12,95.7,1.76
51733,2020-12-25 07:40:00,990.34,95.2,1.72
51734,2020-12-25 07:50:00,990.57,94.2,1.7
51735,2020-12-25 08:00:00,990.72,91.3,1.68
51736,2020-12-25 08:10:00,990.87,89.1,1.64
51737,2020-12-25 08:20:00,991.0,87.5,1.62
51738,2020-12-25 08:30:00,991.11,88.5,1.51
51739,2020-12-25 08:40:00,991.33,88.0,1.44
51740,2020-12-25 08:50:00,991.52,87.4,1.42
51741,2020-12-25 09:00:00,991.66,88.8,1.28
51742,2020-12-25 09:10:00,991.79,88.1,1.39
51743,2020-12-25 09:20:00,991.88,89.3,1.32
51744,2020-12-25 09:30:00,992.03,90.5,1.27
51745,2020-12-25 09:40:00,992.19,91.8,1.28
51746,2020-12-25 09:50:00,992.32,93.9,1.23
51747,2020-12-25 10:00:00,992.46,94.8,1.22
51748,2020-12-25 10:10:00,992.59,95.3,1.28
51749,2020-12-25 10:20:00,992.69,95.8,1.26
51750,2020-12-25 10:30:00,992.8,95.9,1.35
51751,2020-12-25 10:40:00,992.82,95.4,1.39
51752,2020-12-25 10:50:00,992.85,95.1,1.52
51753,2020-12-25 11:00:00,992.82,93.6,1.71
51754,2020-12-25 11:10:00,992.93,94.0,1.72
51755,2020-12-25 11:20:00,993.01,94.0,1.65
51756,2020-12-25 11:30:00,993.08,94.1,1.79
51757,2020-12-25 11:40:00,993.1,93.0,1.81
51758,2020-12-25 11:50:00,993.05,92.5,1.88
51759,2020-12-25 12:00:00,993.09,93.0,1.82
51760,2020-12-25 12:10:00,993.1,93.9,1.62
51761,2020-12-25 12:20:00,993.08,94.4,1.5
51762,2020-12-25 12:30:00,993.1,94.4,1.5
51763,2020-12-25 12:40:00,993.06,94.4,1.51
51764,2020-12-25 12:50:00,993.05,93.5,1.54
51765,2020-12-25 13:00:00,993.07,91.9,1.65
51766,2020-12-25 13:10:00,993.1,89.8,1.77
51767,2020-12-25 13:20:00,993.18,89.1,1.78
51768,2020-12-25 13:30:00,993.22,88.3,1.78
51769,2020-12-25 13:40:00,993.22,88.5,1.85
51770,2020-12-25 13:50:00,993.29,87.4,1.9
51771,2020-12-25 14:00:00,993.29,85.3,1.89
51772,2020-12-25 14:10:00,993.23,84.8,1.8
51773,2020-12-25 14:20:00,993.2,86.2,1.67
51774,2020-12-25 14:30:00,993.18,87.3,1.6
51775,2020-12-25 14:40:00,993.21,87.9,1.55
51776,2020-12-25 14:50:00,993.34,85.1,1.54
51777,2020-12-25 15:00:00,993.34,81.3,1.55
51778,2020-12-25 15:10:00,993.49,80.9,1.45
51779,2020-12-25 15:20:00,993.6,80.1,1.37
51780,2020-12-25 15:30:00,993.65,81.6,1.2
51781,2020-12-25 15:40:00,993.75,81.7,1.04
51782,2020-12-25 15:50:00,993.83,81.7,0.99
51783,2020-12-25 16:00:00,994.07,80.6,1.03
51784,2020-12-25 16:10:00,994.22,80.6,0.99
51785,2020-12-25 16:20:00,994.26,78.02,1.06
51786,2020-12-25 16:30:00,994.4,75.96,1.09
51787,2020-12-25 16:40:00,994.51,77.19,1.07
51788,2020-12-25 16:50:00,994.68,78.62,1.13
51789,2020-12-25 17:00:00,994.81,81.6,1.12
51790,2020-12-25 17:10:00,994.84,83.4,1.11
51791,2020-12-25 17:20:00,994.84,84.6,1.05
51792,2020-12-25 17:30:00,994.89,84.1,1.01
51793,2020-12-25 17:40:00,994.93,84.5,0.93
51794,2020-12-25 17:50:00,994.95,84.9,0.87
51795,2020-12-25 18:00:00,994.95,84.3,0.82
51796,2020-12-25 18:10:00,995.02,83.9,0.81
51797,2020-12-25 18:20:00,995.12,84.6,0.75
51798,2020-12-25 18:30:00,995.15,85.1,0.69
51799,2020-12-25 18:40:00,995.21,82.8,0.73
51800,2020-12-25 18:50:00,995.19,82.1,0.8
51801,2020-12-25 19:00:00,995.24,81.5,0.84
51802,2020-12-25 19:10:00,995.32,82.0,0.85
51803,2020-12-25 19:20:00,995.48,81.8,0.84
51804,2020-12-25 19:30:00,995.57,81.7,0.9
51805,2020-12-25 19:40:00,995.64,82.6,0.9
51806,2020-12-25 19:50:00,995.72,83.0,0.9
51807,2020-12-25 20:00:00,995.66,83.0,0.86
51808,2020-12-25 20:10:00,995.55,83.2,0.85
51809,2020-12-25 20:20:00,995.52,83.4,0.79
51810,2020-12-25 20:30:00,995.52,83.7,0.75
51811,2020-12-25 20:40:00,995.61,84.6,0.63
51812,2020-12-25 20:50:00,995.7,84.8,0.59
51813,2020-12-25 21:00:00,995.76,85.0,0.58
51814,2020-12-25 21:10:00,995.83,85.0,0.58
51815,2020-12-25 21:20:00,995.83,85.0,0.61
51816,2020-12-25 21:30:00,995.82,84.7,0.62
51817,2020-12-25 21:40:00,995.91,84.6,0.65
51818,2020-12-25 21:50:00,996.02,84.7,0.67
51819,2020-12-25 22:00:00,996.13,85.2,0.68
51820,2020-12-25 22:10:00,996.2,85.5,0.67
51821,2020-12-25 22:20:00,996.35,86.1,0.63
51822,2020-12-25 22:30:00,996.28,86.1,0.52
51823,2020-12-25 22:40:00,996.32,86.3,0.35
51824,2020-12-25 22:50:00,996.39,86.4,0.14
51825,2020-12-25 23:00:00,996.45,86.4,-0.05
51826,2020-12-25 23:10:00,996.46,86.9,-0.21
51827,2020-12-25 23:20:00,996.45,87.2,-0.27
51828,2020-12-25 23:30:00,996.42,87.0,-0.31
51829,2020-12-25 23:40:00,996.37,87.0,-0.34
51830,2020-12-25 23:50:00,996.33,87.7,-0.42
51831,2020-12-26 00:00:00,996.33,87.6,-0.41
51832,2020-12-26 00:10:00,996.31,87.3,-0.43
51833,2020-12-26 00:20:00,996.27,86.8,-0.48
51834,2020-12-26 00:30:00,996.18,86.4,-0.52
51835,2020-12-26 00:40:00,996.22,86.4,-0.59
51836,2020-12-26 00:50:00,996.22,86.2,-0.63
51837,2020-12-26 01:00:00,996.17,86.1,-0.68
51838,2020-12-26 01:10:00,996.23,86.4,-0.75
51839,2020-12-26 01:20:00,996.13,87.0,-0.87
51840,2020-12-26 01:30:00,996.0,87.7,-1.0
51841,2020-12-26 01:40:00,995.97,87.9,-1.08
51842,2020-12-26 01:50:00,995.93,88.9,-1.25
51843,2020-12-26 02:00:00,995.97,90.1,-1.48
51844,2020-12-26 02:10:00,996.01,90.2,-1.51
51845,2020-12-26 02:20:00,996.14,90.8,-1.49
51846,2020-12-26 02:30:00,996.25,91.6,-1.52
51847,2020-12-26 02:40:00,996.35,92.0,-1.55
51848,2020-12-26 02:50:00,996.43,92.4,-1.59
51849,2020-12-26 03:00:00,996.53,92.5,-1.61
51850,2020-12-26 03:10:00,996.53,92.8,-1.62
51851,2020-12-26 03:20:00,996.41,93.4,-1.68
51852,2020-12-26 03:30:00,996.33,94.8,-1.82
51853,2020-12-26 03:40:00,996.28,95.5,-2.03
51854,2020-12-26 03:50:00,996.45,96.6,-2.2
51855,2020-12-26 04:00:00,996.37,96.6,-2.22
51856,2020-12-26 04:10:00,996.46,97.2,-2.22
51857,2020-12-26 04:20:00,996.5,97.0,-2.15
51858,2020-12-26 04:30:00,996.58,98.5,-2.39
51859,2020-12-26 04:40:00,996.79,98.8,-2.42
51860,2020-12-26 04:50:00,996.86,96.6,-2.13
51861,2020-12-26 05:00:00,996.75,96.5,-2.2
51862,2020-12-26 05:10:00,996.68,97.9,-2.4
51863,2020-12-26 05:20:00,996.69,99.1,-2.66
51864,2020-12-26 05:30:00,996.7,99.5,-2.77
51865,2020-12-26 05:40:00,996.66,100.0,-2.94
51866,2020-12-26 05:50:00,996.6,100.0,-3.06
51867,2020-12-26 06:00:00,996.59,99.8,-3.01
51868,2020-12-26 06:10:00,996.68,99.4,-2.91
51869,2020-12-26 06:20:00,996.64,98.8,-2.87
51870,2020-12-26 06:30:00,996.58,99.0,-2.96
51871,2020-12-26 06:40:00,996.54,97.7,-2.81
51872,2020-12-26 06:50:00,996.44,98.5,-2.98
51873,2020-12-26 07:00:00,996.45,98.7,-3.01
51874,2020-12-26 07:10:00,996.5,97.6,-2.84
51875,2020-12-26 07:20:00,996.51,97.2,-2.78
51876,2020-12-26 07:30:00,996.5,96.2,-2.69
51877,2020-12-26 07:40:00,996.52,96.5,-2.71
51878,2020-12-26 07:50:00,996.53,96.1,-2.67
51879,2020-12-26 08:00:00,996.57,95.7,-2.66
51880,2020-12-26 08:10:00,996.48,95.8,-2.59
51881,2020-12-26 08:20:00,996.46,95.5,-2.55
51882,2020-12-26 08:30:00,996.37,95.5,-2.52
51883,2020-12-26 08:40:00,996.34,95.0,-2.45
51884,2020-12-26 08:50:00,996.33,94.9,-2.47
51885,2020-12-26 09:00:00,996.32,94.6,-2.45
51886,2020-12-26 09:10:00,996.38,94.0,-2.3
51887,2020-12-26 09:20:00,996.51,93.5,-2.16
51888,2020-12-26 09:30:00,996.56,91.4,-1.8
51889,2020-12-26 09:40:00,996.53,90.1,-1.6
51890,2020-12-26 09:50:00,996.55,90.8,-1.66
51891,2020-12-26 10:00:00,996.62,91.4,-1.6
51892,2020-12-26 10:10:00,996.72,90.8,-1.29
51893,2020-12-26 10:20:00,996.85,90.9,-1.22
51894,2020-12-26 10:30:00,996.85,90.7,-1.0
51895,2020-12-26 10:40:00,996.86,90.6,-0.79
51896,2020-12-26 10:50:00,996.86,89.9,-0.54
51897,2020-12-26 11:00:00,996.89,89.9,-0.39
51898,2020-12-26 11:10:00,996.9,90.7,-0.31
51899,2020-12-26 11:20:00,996.8,89.7,-0.13
51900,2020-12-26 11:30:00,996.77,89.2,0.09
51901,2020-12-26 11:40:00,996.68,89.5,0.25
51902,2020-12-26 11:50:00,996.52,88.8,0.47
51903,2020-12-26 12:00:00,996.47,86.6,1.01
51904,2020-12-26 12:10:00,996.48,85.9,1.4
51905,2020-12-26 12:20:00,996.44,84.8,1.69
51906,2020-12-26 12:30:00,996.36,84.1,1.92
51907,2020-12-26 12:40:00,996.38,84.3,1.97
51908,2020-12-26 12:50:00,996.34,84.8,1.85
51909,2020-12-26 13:00:00,996.23,85.0,1.85
51910,2020-12-26 13:10:00,996.09,84.6,1.97
51911,2020-12-26 13:20:00,995.86,82.8,1.99
51912,2020-12-26 13:30:00,995.71,81.4,1.97
51913,2020-12-26 13:40:00,995.5,78.61,2.07
51914,2020-12-26 13:50:00,995.36,77.72,2.09
51915,2020-12-26 14:00:00,995.13,77.86,2.12
51916,2020-12-26 14:10:00,995.01,76.81,2.14
51917,2020-12-26 14:20:00,994.95,76.6,2.15
51918,2020-12-26 14:30:00,994.83,75.87,2.23
51919,2020-12-26 14:40:00,994.65,75.48,2.3
51920,2020-12-26 14:50:00,994.55,75.27,2.36
51921,2020-12-26 15:00:00,994.47,75.42,2.41
51922,2020-12-26 15:10:00,994.45,75.28,2.42
51923,2020-12-26 15:20:00,994.42,75.76,2.39
51924,2020-12-26 15:30:00,994.4,76.33,2.38
51925,2020-12-26 15:40:00,994.38,76.66,2.34
51926,2020-12-26 15:50:00,994.19,77.43,2.16
51927,2020-12-26 16:00:00,994.04,78.66,2.04
51928,2020-12-26 16:10:00,994.01,79.5,1.93
51929,2020-12-26 16:20:00,994.05,80.6,1.79
51930,2020-12-26 16:30:00,993.99,81.4,1.66
51931,2020-12-26 16:40:00,993.88,82.0,1.53
51932,2020-12-26 16:50:00,993.84,82.8,1.38
51933,2020-12-26 17:00:00,993.69,83.3,1.24
51934,2020-12-26 17:10:00,993.59,82.8,1.17
51935,2020-12-26 17:20:00,993.56,83.0,1.13
51936,2020-12-26 17:30:00,993.48,82.8,1.15
51937,2020-12-26 17:40:00,993.47,83.0,1.12
51938,2020-12-26 17:50:00,993.41,83.3,1.08
51939,2020-12-26 18:00:00,993.37,84.5,0.97
51940,2020-12-26 18:10:00,993.18,86.9,0.71
51941,2020-12-26 18:20:00,992.97,87.8,0.54
51942,2020-12-26 18:30:00,992.81,88.0,0.52
51943,2020-12-26 18:40:00,992.7,88.8,0.46
51944,2020-12-26 18:50:00,992.57,88.4,0.53
51945,2020-12-26 19:00:00,992.57,86.5,0.73
51946,2020-12-26 19:10:00,992.37,84.1,1.18
51947,2020-12-26 19:20:00,992.21,82.4,1.49
51948,2020-12-26 19:30:00,992.13,81.9,1.58
51949,2020-12-26 19:40:00,991.98,81.6,1.57
51950,2020-12-26 19:50:00,991.65,81.1,1.53
51951,2020-12-26 20:00:00,991.42,80.9,1.46
51952,2020-12-26 20:10:00,991.28,80.6,1.45
51953,2020-12-26 20:20:00,991.23,80.3,1.48
51954,2020-12-26 20:30:00,991.33,80.1,1.47
51955,2020-12-26 20:40:00,991.27,79.89,1.48
51956,2020-12-26 20:50:00,991.15,79.74,1.45
51957,2020-12-26 21:00:00,991.01,79.52,1.46
51958,2020-12-26 21:10:00,990.93,79.22,1.5
51959,2020-12-26 21:20:00,990.94,78.97,1.54
51960,2020-12-26 21:30:00,990.95,78.25,1.6
51961,2020-12-26 21:40:00,990.75,78.2,1.58
51962,2020-12-26 21:50:00,990.65,77.59,1.65
51963,2020-12-26 22:00:00,990.52,76.44,1.73
51964,2020-12-26 22:10:00,990.33,75.6,1.8
51965,2020-12-26 22:20:00,990.18,76.02,1.82
51966,2020-12-26 22:30:00,989.92,76.69,1.79
51967,2020-12-26 22:40:00,989.77,77.37,1.77
51968,2020-12-26 22:50:00,989.61,77.91,1.76
51969,2020-12-26 23:00:00,989.48,78.6,1.73
51970,2020-12-26 23:10:00,989.42,78.76,1.72
51971,2020-12-26 23:20:00,989.32,78.71,1.7
51972,2020-12-26 23:30:00,989.02,78.17,1.69
51973,2020-12-26 23:40:00,988.67,77.62,1.69
51974,2020-12-26 23:50:00,988.49,76.96,1.67
51975,2020-12-27 00:00:00,988.39,75.74,1.68
51976,2020-12-27 00:10:00,988.26,75.68,1.61
51977,2020-12-27 00:20:00,988.09,74.49,1.54
51978,2020-12-27 00:30:00,987.8,73.28,1.53
51979,2020-12-27 00:40:00,987.57,72.84,1.53
51980,2020-12-27 00:50:00,987.36,72.96,1.44
51981,2020-12-27 01:00:00,987.08,73.33,1.37
51982,2020-12-27 01:10:00,986.61,73.18,1.29
51983,2020-12-27 01:20:00,986.28,72.88,1.31
51984,2020-12-27 01:30:00,986.07,72.83,1.33
51985,2020-12-27 01:40:00,985.8,72.87,1.33
51986,2020-12-27 01:50:00,985.57,72.64,1.41
51987,2020-12-27 02:00:00,985.39,72.88,1.4
51988,2020-12-27 02:10:00,985.18,73.07,1.4
51989,2020-12-27 02:20:00,985.15,73.75,1.34
51990,2020-12-27 02:30:00,984.97,74.33,1.27
51991,2020-12-27 02:40:00,984.52,74.62,1.23
